City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
348,undurkhaan,47.3194,110.6556,5.98,27,0,1.23,MN,1683389669
349,sorong,-0.8833,131.25,27.13,85,96,2.29,ID,1683389669
350,takhatgarh,25.3333,73.0,34.14,25,61,2.62,IN,1683389669
351,katabu,-4.9333,122.5167,24.59,93,79,1.02,ID,1683389669
352,kassala,15.451,36.4,39.17,10,2,4.33,SD,1683389477
353,progreso,21.2833,-89.6667,33.06,48,94,3.53,MX,1683389671
354,taltal,-25.4,-70.4833,18.51,64,3,3.1,CL,1683389671
355,hanwella ihala,6.9012,80.0852,27.98,93,100,1.14,LK,1683389671
356,nagqu,31.5,92.0,-1.64,47,5,2.8,CN,1683389673
357,tazacorte,28.629,-17.9293,23.97,72,20,8.75,ES,1683389673
358,ketchikan,55.3422,-131.6461,8.26,87,100,2.06,US,1683389673
359,balykshi,47.0667,51.8667,20.0,30,0,4.0,KZ,1683389673
360,amurzet,47.6967,131.0981,8.86,37,9,2.57,RU,1683389673
361,kodiak,57.79,-152.4072,3.73,87,100,1.54,US,1683389425
